rep,ID,time,prediction_iwRes,iwRes_simulated,iwRes_simulated_simBlq,censored,split,color,filter
4,11,3,2.89851e+06,-0.614033,-0.614033,0,All,#4682B4,0
5,11,3,3.60068e+06,-0.958983,-0.958983,0,All,#4682B4,0
6,11,3,2.49415e+06,-0.327249,-0.327249,0,All,#4682B4,0
7,11,3,2.48096e+06,-0.316316,-0.316316,0,All,#4682B4,0
8,11,3,3.42784e+06,-0.887186,-0.887186,0,All,#4682B4,0
9,11,3,2.66706e+06,-0.460521,-0.460521,0,All,#4682B4,0
10,11,3,2.98768e+06,-0.666824,-0.666824,0,All,#4682B4,0
1,11,4,3.52689e+06,-0.709977,-0.709977,0,All,#4682B4,0
2,11,4,2.9595e+06,-0.389239,-0.389239,0,All,#4682B4,0
3,11,4,3.05092e+06,-0.448981,-0.448981,0,All,#4682B4,0
4,11,4,3.37483e+06,-0.634598,-0.634598,0,All,#4682B4,0
5,11,4,3.89938e+06,-0.869789,-0.869789,0,All,#4682B4,0
6,11,4,3.02566e+06,-0.432833,-0.432833,0,All,#4682B4,0
7,11,4,3.01349e+06,-0.424959,-0.424959,0,All,#4682B4,0
8,11,4,3.77999e+06,-0.821995,-0.821995,0,All,#4682B4,0
9,11,4,3.17918e+06,-0.527006,-0.527006,0,All,#4682B4,0
10,11,4,3.44599e+06,-0.670702,-0.670702,0,All,#4682B4,0
1,12,0,1.2909e+06,0.0182287,0.0182287,0,All,#4682B4,0
2,12,0,791304,1.53422,1.53422,0,All,#4682B4,0
3,12,0,576858,2.99041,2.99041,0,All,#4682B4,0
4,12,0,949966,0.879979,0.879979,0,All,#4682B4,0
5,12,0,696136,2.06973,2.06973,0,All,#4682B4,0
6,12,0,920983,0.982663,0.982663,0,All,#4682B4,0
7,12,0,806123,1.46221,1.46221,0,All,#4682B4,0
8,12,0,745449,1.77517,1.77517,0,All,#4682B4,0
9,12,0,2.75835e+06,-1.2592,-1.2592,0,All,#4682B4,0
10,12,0,989826,0.748585,0.748585,0,All,#4682B4,0
1,12,1,1.81198e+06,-0.887897,-0.887897,0,All,#4682B4,0
2,12,1,1.1865e+06,-0.0997661,-0.0997661,0,All,#4682B4,0
3,12,1,891881,0.654441,0.654441,0,All,#4682B4,0
4,12,1,1.39412e+06,-0.439786,-0.439786,0,All,#4682B4,0
5,12,1,1.05827e+06,0.176886,0.176886,0,All,#4682B4,0
6,12,1,1.35674e+06,-0.386253,-0.386253,0,All,#4682B4,0
7,12,1,1.20592e+06,-0.13654,-0.13654,0,All,#4682B4,0
8,12,1,1.12527e+06,0.0244635,0.0244635,0,All,#4682B4,0
9,12,1,3.25708e+06,-1.55121,-1.55121,0,All,#4682B4,0
10,12,1,1.44499e+06,-0.508195,-0.508195,0,All,#4682B4,0
1,12,2,2.38394e+06,-1.17579,-1.17579,0,All,#4682B4,0
2,12,2,1.68501e+06,-0.675068,-0.675068,0,All,#4682B4,0
3,12,2,1.31884e+06,-0.200896,-0.200896,0,All,#4682B4,0
4,12,2,1.92924e+06,-0.891275,-0.891275,0,All,#4682B4,0
5,12,2,1.52871e+06,-0.500452,-0.500452,0,All,#4682B4,0
6,12,2,1.88572e+06,-0.856849,-0.856849,0,All,#4682B4,0
7,12,2,1.70957e+06,-0.699608,-0.699608,0,All,#4682B4,0
8,12,2,1.61246e+06,-0.598229,-0.598229,0,All,#4682B4,0
9,12,2,3.65099e+06,-1.59472,-1.59472,0,All,#4682B4,0
10,12,2,1.98719e+06,-0.934773,-0.934773,0,All,#4682B4,0
1,12,3,2.9355e+06,-1.12403,-1.12403,0,All,#4682B4,0
2,12,3,2.24984e+06,-0.740365,-0.740365,0,All,#4682B4,0
3,12,3,1.84374e+06,-0.378574,-0.378574,0,All,#4682B4,0
4,12,3,2.49684e+06,-0.902859,-0.902859,0,All,#4682B4,0
5,12,3,2.08082e+06,-0.606943,-0.606943,0,All,#4682B4,0
6,12,3,2.45264e+06,-0.876183,-0.876183,0,All,#4682B4,0
7,12,3,2.27493e+06,-0.758484,-0.758484,0,All,#4682B4,0
8,12,3,2.17034e+06,-0.680198,-0.680198,0,All,#4682B4,0
9,12,3,3.93557e+06,-1.44393,-1.44393,0,All,#4682B4,0
10,12,3,2.55517e+06,-0.936647,-0.936647,0,All,#4682B4,0
1,12,4,3.40436e+06,-1.35949,-1.35949,0,All,#4682B4,0
2,12,4,2.80987e+06,-1.14296,-1.14296,0,All,#4682B4,0
3,12,4,2.41661e+06,-0.94118,-0.94118,0,All,#4682B4,0
4,12,4,3.02813e+06,-1.23234,-1.23234,0,All,#4682B4,0
5,12,4,2.65033e+06,-1.06832,-1.06832,0,All,#4682B4,0
6,12,4,2.98713e+06,-1.21655,-1.21655,0,All,#4682B4,0
7,12,4,2.83528e+06,-1.15408,-1.15408,0,All,#4682B4,0
8,12,4,2.72915e+06,-1.10629,-1.10629,0,All,#4682B4,0
9,12,4,4.12838e+06,-1.53898,-1.53898,0,All,#4682B4,0
10,12,4,3.08131e+06,-1.2522,-1.2522,0,All,#4682B4,0
1,13,0,1.43691e+06,-0.00785201,-0.00785201,0,All,#4682B4,0
2,13,0,1.21439e+06,0.42736,0.42736,0,All,#4682B4,0
3,13,0,1.18546e+06,0.495927,0.495927,0,All,#4682B4,0
4,13,0,798824,1.88932,1.88932,0,All,#4682B4,0
5,13,0,1.80521e+06,-0.492418,-0.492418,0,All,#4682B4,0
6,13,0,931309,1.28157,1.28157,0,All,#4682B4,0
7,13,0,1.11947e+06,0.665634,0.665634,0,All,#4682B4,0
8,13,0,1.411e+06,0.0357638,0.0357638,0,All,#4682B4,0
9,13,0,884827,1.47407,1.47407,0,All,#4682B4,0
10,13,0,1.58479e+06,-0.229473,-0.229473,0,All,#4682B4,0
1,13,1,1.97984e+06,-0.201005,-0.201005,0,All,#4682B4,0
2,13,1,1.72147e+06,0.126475,0.126475,0,All,#4682B4,0
3,13,1,1.68678e+06,0.178082,0.178082,0,All,#4682B4,0
4,13,1,1.19639e+06,1.22782,1.22782,0,All,#4682B4,0
5,13,1,2.37633e+06,-0.565056,-0.565056,0,All,#4682B4,0
6,13,1,1.3701e+06,0.770036,0.770036,0,All,#4682B4,0
7,13,1,1.60663e+06,0.305839,0.305839,0,All,#4682B4,0
8,13,1,1.9505e+06,-0.168184,-0.168184,0,All,#4682B4,0
9,13,1,1.30955e+06,0.915814,0.915814,0,All,#4682B4,0
10,13,1,2.1427e+06,-0.366844,-0.366844,0,All,#4682B4,0
1,13,2,2.55356e+06,-0.809173,-0.809173,0,All,#4682B4,0
2,13,2,2.28971e+06,-0.627827,-0.627827,0,All,#4682B4,0
3,13,2,2.25124e+06,-0.597833,-0.597833,0,All,#4682B4,0
4,13,2,1.6986e+06,-0.0170504,-0.0170504,0,All,#4682B4,0
5,13,2,2.92666e+06,-1.0098,-1.0098,0,All,#4682B4,0
6,13,2,1.90134e+06,-0.26933,-0.26933,0,All,#4682B4,0
7,13,2,2.16523e+06,-0.526928,-0.526928,0,All,#4682B4,0
8,13,2,2.5244e+06,-0.790998,-0.790998,0,All,#4682B4,0
9,13,2,1.83219e+06,-0.189556,-0.189556,0,All,#4682B4,0
10,13,2,2.70926e+06,-0.899618,-0.899618,0,All,#4682B4,0
1,13,3,3.08641e+06,-1.16389,-1.16389,0,All,#4682B4,0
2,13,3,2.84938e+06,-1.06248,-1.06248,0,All,#4682B4,0
3,13,3,2.81314e+06,-1.04547,-1.04547,0,All,#4682B4,0
4,13,3,2.26318e+06,-0.720456,-0.720456,0,All,#4682B4,0
5,13,3,3.39718e+06,-1.2754,-1.2754,0,All,#4682B4,0
6,13,3,2.46862e+06,-0.858809,-0.858809,0,All,#4682B4,0
7,13,3,2.73167e+06,-1.00557,-1.00557,0,All,#4682B4,0
8,13,3,3.06082e+06,-1.15369,-1.15369,0,All,#4682B4,0
9,13,3,2.40239e+06,-0.81679,-0.81679,0,All,#4682B4,0
10,13,3,3.21867e+06,-1.21398,-1.21398,0,All,#4682B4,0
1,13,4,3.52513e+06,-1.20414,-1.20414,0,All,#4682B4,0
2,13,4,3.33544e+06,-1.13711,-1.13711,0,All,#4682B4,0
3,13,4,3.30891e+06,-1.12711,-1.12711,0,All,#4682B4,0
4,13,4,2.82498e+06,-0.911991,-0.911991,0,All,#4682B4,0
5,13,4,3.75821e+06,-1.27725,-1.27725,0,All,#4682B4,0
6,13,4,3.00206e+06,-0.998754,-0.998754,0,All,#4682B4,0
7,13,4,3.23924e+06,-1.1001,-1.1001,0,All,#4682B4,0
8,13,4,3.50505e+06,-1.19739,-1.19739,0,All,#4682B4,0
9,13,4,2.95138e+06,-0.974986,-0.974986,0,All,#4682B4,0
10,13,4,3.62563e+06,-1.23682,-1.23682,0,All,#4682B4,0
1,14,0,2.39613e+06,-0.454438,-0.454438,0,All,#4682B4,0
2,14,0,2.19482e+06,-0.277557,-0.277557,0,All,#4682B4,0
3,14,0,2.35914e+06,-0.424205,-0.424205,0,All,#4682B4,0
4,14,0,2.35173e+06,-0.418028,-0.418028,0,All,#4682B4,0
5,14,0,2.04537e+06,-0.123724,-0.123724,0,All,#4682B4,0
6,14,0,1.59506e+06,0.51408,0.51408,0,All,#4682B4,0
7,14,0,1.74753e+06,0.261325,0.261325,0,All,#4682B4,0
8,14,0,2.21398e+06,-0.295777,-0.295777,0,All,#4682B4,0
9,14,0,1.92491e+06,0.017655,0.017655,0,All,#4682B4,0
10,14,0,2.62659e+06,-0.623647,-0.623647,0,All,#4682B4,0
1,14,1,2.944e+06,0.224357,0.224357,0,All,#4682B4,0
2,14,1,2.75416e+06,0.404077,0.404077,0,All,#4682B4,0
3,14,1,2.91052e+06,0.254347,0.254347,0,All,#4682B4,0
4,14,1,2.90377e+06,0.260482,0.260482,0,All,#4682B4,0
5,14,1,2.61699e+06,0.550153,0.550153,0,All,#4682B4,0
6,14,1,2.15387e+06,1.18082,1.18082,0,All,#4682B4,0
7,14,1,2.3164e+06,0.930768,0.930768,0,All,#4682B4,0
8,14,1,2.77689e+06,0.381255,0.381255,0,All,#4682B4,0
9,14,1,2.49818e+06,0.689648,0.689648,0,All,#4682B4,0
10,14,1,3.14608e+06,0.0568801,0.0568801,0,All,#4682B4,0
1,14,2,3.40869e+06,0.686358,0.686358,0,All,#4682B4,0
2,14,2,3.24409e+06,0.842097,0.842097,0,All,#4682B4,0
3,14,2,3.38186e+06,0.710714,0.710714,0,All,#4682B4,0
4,14,2,3.37642e+06,0.715698,0.715698,0,All,#4682B4,0
5,14,2,3.13833e+06,0.950771,0.950771,0,All,#4682B4,0
6,14,2,2.71994e+06,1.46357,1.46357,0,All,#4682B4,0
7,14,2,2.87207e+06,1.25983,1.25983,0,All,#4682B4,0
8,14,2,3.27274e+06,0.813859,0.813859,0,All,#4682B4,0
9,14,2,3.03557e+06,1.06363,1.06363,0,All,#4682B4,0
10,14,2,3.56683e+06,0.550283,0.550283,0,All,#4682B4,0
1,14,3,3.76347e+06,0.0435697,0.0435697,0,All,#4682B4,0
2,14,3,3.63989e+06,0.125958,0.125958,0,All,#4682B4,0
3,14,3,3.74397e+06,0.0562072,0.0562072,0,All,#4682B4,0
4,14,3,3.73997e+06,0.0588171,0.0588171,0,All,#4682B4,0
5,14,3,3.56247e+06,0.180479,0.180479,0,All,#4682B4,0
6,14,3,3.22763e+06,0.446412,0.446412,0,All,#4682B4,0
7,14,3,3.35332e+06,0.340359,0.340359,0,All,#4682B4,0
8,14,3,3.6629e+06,0.110192,0.110192,0,All,#4682B4,0
9,14,3,3.48341e+06,0.238657,0.238657,0,All,#4682B4,0
10,14,3,3.87711e+06,-0.0275499,-0.0275499,0,All,#4682B4,0
1,14,4,4.01326e+06,0.742984,0.742984,0,All,#4682B4,0
2,14,4,3.92764e+06,0.811131,0.811131,0,All,#4682B4,0
3,14,4,3.99987e+06,0.753451,0.753451,0,All,#4682B4,0
4,14,4,3.9971e+06,0.755626,0.755626,0,All,#4682B4,0
5,14,4,3.8748e+06,0.854685,0.854685,0,All,#4682B4,0
6,14,4,3.63223e+06,1.0709,1.0709,0,All,#4682B4,0
7,14,4,3.72699e+06,0.98309,0.98309,0,All,#4682B4,0
8,14,4,3.94447e+06,0.7975,0.7975,0,All,#4682B4,0
9,14,4,3.82201e+06,0.899403,0.899403,0,All,#4682B4,0
10,14,4,4.08885e+06,0.685197,0.685197,0,All,#4682B4,0
1,15,0,1.90975e+06,0.388171,0.388171,0,All,#4682B4,0
2,15,0,2.94187e+06,-0.58404,-0.58404,0,All,#4682B4,0
3,15,0,2.42493e+06,-0.200559,-0.200559,0,All,#4682B4,0
4,15,0,2.18118e+06,0.043327,0.043327,0,All,#4682B4,0
5,15,0,2.16343e+06,0.0632275,0.0632275,0,All,#4682B4,0
6,15,0,2.0747e+06,0.167847,0.167847,0,All,#4682B4,0
7,15,0,2.1912e+06,0.0322309,0.0322309,0,All,#4682B4,0
8,15,0,2.34552e+06,-0.126669,-0.126669,0,All,#4682B4,0
9,15,0,2.325e+06,-0.106758,-0.106758,0,All,#4682B4,0
10,15,0,2.00796e+06,0.252625,0.252625,0,All,#4682B4,0
1,15,1,2.48297e+06,0.870644,0.870644,0,All,#4682B4,0
2,15,1,3.40709e+06,-0.0118398,-0.0118398,0,All,#4682B4,0
3,15,1,2.96985e+06,0.337248,0.337248,0,All,#4682B4,0
4,15,1,2.74158e+06,0.563734,0.563734,0,All,#4682B4,0
5,15,1,2.72544e+06,0.58118,0.58118,0,All,#4682B4,0
6,15,1,2.64551e+06,0.670742,0.670742,0,All,#4682B4,0
7,15,1,2.75082e+06,0.553833,0.553833,0,All,#4682B4,0
8,15,1,2.8981e+06,0.404595,0.404595,0,All,#4682B4,0
9,15,1,2.87927e+06,0.422823,0.422823,0,All,#4682B4,0
10,15,1,2.58046e+06,0.747725,0.747725,0,All,#4682B4,0
1,15,2,3.02217e+06,0.775372,0.775372,0,All,#4682B4,0
2,15,2,3.7622e+06,0.154131,0.154131,0,All,#4682B4,0
3,15,2,3.42929e+06,0.400428,0.400428,0,All,#4682B4,0
4,15,2,3.23373e+06,0.568751,0.568751,0,All,#4682B4,0
5,15,2,3.22034e+06,0.581019,0.581019,0,All,#4682B4,0
6,15,2,3.16243e+06,0.6353,0.6353,0,All,#4682B4,0
7,15,2,3.24134e+06,0.561815,0.561815,0,All,#4682B4,0
8,15,2,3.37185e+06,0.44784,0.44784,0,All,#4682B4,0
9,15,2,3.35663e+06,0.460673,0.460673,0,All,#4682B4,0
10,15,2,3.10698e+06,0.689166,0.689166,0,All,#4682B4,0
1,15,3,3.47297e+06,0.665268,0.665268,0,All,#4682B4,0
2,15,3,4.01234e+06,0.255508,0.255508,0,All,#4682B4,0
3,15,3,3.7785e+06,0.418795,0.418795,0,All,#4682B4,0
4,15,3,3.63216e+06,0.531673,0.531673,0,All,#4682B4,0
5,15,3,3.62149e+06,0.540259,0.540259,0,All,#4682B4,0
6,15,3,3.57945e+06,0.574591,0.574591,0,All,#4682B4,0
7,15,3,3.63784e+06,0.527121,0.527121,0,All,#4682B4,0
8,15,3,3.73661e+06,0.450203,0.450203,0,All,#4682B4,0
9,15,3,3.72539e+06,0.458733,0.458733,0,All,#4682B4,0
10,15,3,3.53847e+06,0.608849,0.608849,0,All,#4682B4,0
1,15,4,3.8148e+06,0.594778,0.594778,0,All,#4682B4,0
2,15,4,4.1776e+06,0.336177,0.336177,0,All,#4682B4,0
3,15,4,4.02261e+06,0.440943,0.440943,0,All,#4682B4,0
4,15,4,3.92235e+06,0.513131,0.513131,0,All,#4682B4,0
5,15,4,3.91472e+06,0.518777,0.518777,0,All,#4682B4,0
6,15,4,3.88595e+06,0.540254,0.540254,0,All,#4682B4,0
7,15,4,3.92624e+06,0.510262,0.510262,0,All,#4682B4,0
8,15,4,3.99477e+06,0.460626,0.460626,0,All,#4682B4,0
9,15,4,3.98703e+06,0.466146,0.466146,0,All,#4682B4,0
10,15,4,3.858e+06,0.561433,0.561433,0,All,#4682B4,0
1,16,0,2.75189e+06,-0.38394,-0.38394,0,All,#4682B4,0
2,16,0,1.71383e+06,0.826839,0.826839,0,All,#4682B4,0
3,16,0,2.11094e+06,0.22302,0.22302,0,All,#4682B4,0
4,16,0,1.94228e+06,0.449317,0.449317,0,All,#4682B4,0
5,16,0,2.08638e+06,0.253701,0.253701,0,All,#4682B4,0
6,16,0,2.5885e+06,-0.257756,-0.257756,0,All,#4682B4,0
7,16,0,2.23768e+06,0.0754281,0.0754281,0,All,#4682B4,0
8,16,0,2.21477e+06,0.100853,0.100853,0,All,#4682B4,0
9,16,0,1.30653e+06,1.82748,1.82748,0,All,#4682B4,0
10,16,0,1.95202e+06,0.435187,0.435187,0,All,#4682B4,0
1,16,1,3.25171e+06,-0.245278,-0.245278,0,All,#4682B4,0
2,16,1,2.281e+06,0.664426,0.664426,0,All,#4682B4,0
3,16,1,2.67887e+06,0.211832,0.211832,0,All,#4682B4,0
4,16,1,2.51553e+06,0.380316,0.380316,0,All,#4682B4,0
5,16,1,2.65676e+06,0.233425,0.233425,0,All,#4682B4,0
6,16,1,3.1134e+06,-0.150315,-0.150315,0,All,#4682B4,0
7,16,1,2.79885e+06,0.100597,0.100597,0,All,#4682B4,0
8,16,1,2.77763e+06,0.119572,0.119572,0,All,#4682B4,0
9,16,1,1.83024e+06,1.41494,1.41494,0,All,#4682B4,0
10,16,1,2.52522e+06,0.369717,0.369717,0,All,#4682B4,0
1,16,2,3.64696e+06,-0.613226,-0.613226,0,All,#4682B4,0
2,16,2,2.83946e+06,-0.109947,-0.109947,0,All,#4682B4,0
3,16,2,3.191e+06,-0.36035,-0.36035,0,All,#4682B4,0
4,16,2,3.05035e+06,-0.26709,-0.26709,0,All,#4682B4,0
5,16,2,3.172e+06,-0.348234,-0.348234,0,All,#4682B4,0
6,16,2,3.5417e+06,-0.560628,-0.560628,0,All,#4682B4,0
7,16,2,3.29087e+06,-0.421733,-0.421733,0,All,#4682B4,0
8,16,2,3.27335e+06,-0.411236,-0.411236,0,All,#4682B4,0
9,16,2,2.40276e+06,0.303164,0.303164,0,All,#4682B4,0
10,16,2,3.05879e+06,-0.272927,-0.272927,0,All,#4682B4,0
1,16,3,3.93282e+06,-0.342198,-0.342198,0,All,#4682B4,0
2,16,3,3.3269e+06,0.0294787,0.0294787,0,All,#4682B4,0
3,16,3,3.60204e+06,-0.154795,-0.154795,0,All,#4682B4,0
4,16,3,3.49274e+06,-0.0850667,-0.0850667,0,All,#4682B4,0
5,16,3,3.58676e+06,-0.145302,-0.145302,0,All,#4682B4,0
6,16,3,3.85895e+06,-0.303133,-0.303133,0,All,#4682B4,0
7,16,3,3.67643e+06,-0.199878,-0.199878,0,All,#4682B4,0
8,16,3,3.66336e+06,-0.19209,-0.19209,0,All,#4682B4,0
9,16,3,2.95253e+06,0.335363,0.335363,0,All,#4682B4,0
10,16,3,3.49928e+06,-0.0893656,-0.0893656,0,All,#4682B4,0
1,16,4,4.12669e+06,-0.302864,-0.302864,0,All,#4682B4,0
2,16,4,3.70821e+06,-0.0681234,-0.0681234,0,All,#4682B4,0
3,16,4,3.90025e+06,-0.1821,-0.1821,0,All,#4682B4,0
4,16,4,3.82438e+06,-0.138438,-0.138438,0,All,#4682B4,0
5,16,4,3.89109e+06,-0.176919,-0.176919,0,All,#4682B4,0
6,16,4,4.07955e+06,-0.278829,-0.278829,0,All,#4682B4,0
7,16,4,3.95371e+06,-0.21186,-0.21186,0,All,#4682B4,0
8,16,4,3.94478e+06,-0.206947,-0.206947,0,All,#4682B4,0
9,16,4,3.41793e+06,0.128467,0.128467,0,All,#4682B4,0
10,16,4,3.82919e+06,-0.14126,-0.14126,0,All,#4682B4,0
1,17,0,3.47412e+06,-0.106162,-0.106162,0,All,#4682B4,0
2,17,0,2.34216e+06,0.994193,0.994193,0,All,#4682B4,0
3,17,0,3.14625e+06,0.131105,0.131105,0,All,#4682B4,0
4,17,0,3.4605e+06,-0.0971999,-0.0971999,0,All,#4682B4,0
5,17,0,3.9665e+06,-0.388787,-0.388787,0,All,#4682B4,0
6,17,0,2.63412e+06,0.619889,0.619889,0,All,#4682B4,0
7,17,0,3.59808e+06,-0.184597,-0.184597,0,All,#4682B4,0
8,17,0,4.06209e+06,-0.435715,-0.435715,0,All,#4682B4,0
9,17,0,3.84908e+06,-0.327951,-0.327951,0,All,#4682B4,0
10,17,0,2.80384e+06,0.43812,0.43812,0,All,#4682B4,0
1,17,1,3.80941e+06,0.571732,0.571732,0,All,#4682B4,0
2,17,1,2.89503e+06,1.50495,1.50495,0,All,#4682B4,0
3,17,1,3.5668e+06,0.772707,0.772707,0,All,#4682B4,0
4,17,1,3.79965e+06,0.57932,0.57932,0,All,#4682B4,0
5,17,1,4.14535e+06,0.332282,0.332282,0,All,#4682B4,0
6,17,1,3.15251e+06,1.1874,1.1874,0,All,#4682B4,0
7,17,1,3.89698e+06,0.505333,0.505333,0,All,#4682B4,0
8,17,1,4.20684e+06,0.292596,0.292596,0,All,#4682B4,0
9,17,1,4.06825e+06,0.38374,0.38374,0,All,#4682B4,0
10,17,1,3.29524e+06,1.03275,1.03275,0,All,#4682B4,0
1,17,2,4.04395e+06,0.51404,0.51404,0,All,#4682B4,0
2,17,2,3.36937e+06,1.09403,1.09403,0,All,#4682B4,0
3,17,2,3.87753e+06,0.638376,0.638376,0,All,#4682B4,0
4,17,2,4.03754e+06,0.518638,0.518638,0,All,#4682B4,0
5,17,2,4.26061e+06,0.366722,0.366722,0,All,#4682B4,0
6,17,2,3.57175e+06,0.897029,0.897029,0,All,#4682B4,0
7,17,2,4.10142e+06,0.473443,0.473443,0,All,#4682B4,0
8,17,2,4.29886e+06,0.342256,0.342256,0,All,#4682B4,0
9,17,2,4.21199e+06,0.398459,0.398459,0,All,#4682B4,0
10,17,2,3.67966e+06,0.800846,0.800846,0,All,#4682B4,0
1,17,3,4.19737e+06,0.94405,0.94405,0,All,#4682B4,0
2,17,3,3.73479e+06,1.35612,1.35612,0,All,#4682B4,0
3,17,3,4.08951e+06,1.0318,1.0318,0,All,#4682B4,0
4,17,3,4.19338e+06,0.947215,0.947215,0,All,#4682B4,0
5,17,3,4.33123e+06,0.841229,0.841229,0,All,#4682B4,0
6,17,3,3.88071e+06,1.21553,1.21553,0,All,#4682B4,0
7,17,3,4.23131e+06,0.917366,0.917366,0,All,#4682B4,0
8,17,3,4.35472e+06,0.823838,0.823838,0,All,#4682B4,0
9,17,3,4.30119e+06,0.863748,0.863748,0,All,#4682B4,0
10,17,3,3.95717e+06,1.146,1.146,0,All,#4682B4,0
1,17,4,4.29459e+06,0.600751,0.600751,0,All,#4682B4,0
2,17,4,3.99351e+06,0.825698,0.825698,0,All,#4682B4,0
3,17,4,4.2269e+06,0.648534,0.648534,0,All,#4682B4,0
4,17,4,4.29211e+06,0.602473,0.602473,0,All,#4682B4,0
5,17,4,4.37404e+06,0.546555,0.546555,0,All,#4682B4,0
6,17,4,4.09143e+06,0.74891,0.74891,0,All,#4682B4,0
7,17,4,4.31232e+06,0.588488,0.588488,0,All,#4682B4,0
8,17,4,4.38833e+06,0.537019,0.537019,0,All,#4682B4,0
9,17,4,4.35563e+06,0.55894,0.55894,0,All,#4682B4,0
10,17,4,4.14247e+06,0.710316,0.710316,0,All,#4682B4,0
1,18,0,3.4585e+06,0.00114108,0.00114108,0,All,#4682B4,0
2,18,0,3.17342e+06,0.215311,0.215311,0,All,#4682B4,0
3,18,0,4.15094e+06,-0.396555,-0.396555,0,All,#4682B4,0
4,18,0,2.82397e+06,0.53683,0.53683,0,All,#4682B4,0
5,18,0,4.67149e+06,-0.617901,-0.617901,0,All,#4682B4,0
6,18,0,2.82653e+06,0.534186,0.534186,0,All,#4682B4,0
7,18,0,4.02003e+06,-0.331873,-0.331873,0,All,#4682B4,0
8,18,0,2.89682e+06,0.463406,0.463406,0,All,#4682B4,0
9,18,0,5.11986e+06,-0.772472,-0.772472,0,All,#4682B4,0
10,18,0,3.65121e+06,-0.124686,-0.124686,0,All,#4682B4,0
1,18,1,3.79822e+06,0.710039,0.710039,0,All,#4682B4,0
2,18,1,3.58754e+06,0.891675,0.891675,0,All,#4682B4,0
3,18,1,4.263e+06,0.37282,0.37282,0,All,#4682B4,0
4,18,1,3.31176e+06,1.16435,1.16435,0,All,#4682B4,0
5,18,1,4.57455e+06,0.185138,0.185138,0,All,#4682B4,0
6,18,1,3.31386e+06,1.16211,1.16211,0,All,#4682B4,0
7,18,1,4.17992e+06,0.427591,0.427591,0,All,#4682B4,0
8,18,1,3.37095e+06,1.10207,1.10207,0,All,#4682B4,0
9,18,1,4.81983e+06,0.0544512,0.0544512,0,All,#4682B4,0
10,18,1,3.93424e+06,0.6031,0.6031,0,All,#4682B4,0
1,18,2,4.0366e+06,0.430622,0.430622,0,All,#4682B4,0
2,18,2,3.89262e+06,0.534688,0.534688,0,All,#4682B4,0
3,18,2,4.33338e+06,0.237929,0.237929,0,All,#4682B4,0
4,18,2,3.69193e+06,0.693284,0.693284,0,All,#4682B4,0
5,18,2,4.51819e+06,0.130724,0.130724,0,All,#4682B4,0
6,18,2,3.69349e+06,0.691989,0.691989,0,All,#4682B4,0
7,18,2,4.28217e+06,0.26927,0.26927,0,All,#4682B4,0
8,18,2,3.7356e+06,0.657322,0.657322,0,All,#4682B4,0
9,18,2,4.65825e+06,0.0551495,0.0551495,0,All,#4682B4,0
10,18,2,4.12576e+06,0.369816,0.369816,0,All,#4682B4,0
1,18,3,4.19279e+06,0.494118,0.494118,0,All,#4682B4,0
2,18,3,4.09958e+06,0.559537,0.559537,0,All,#4682B4,0
3,18,3,4.37582e+06,0.373779,0.373779,0,All,#4682B4,0
4,18,3,3.96516e+06,0.659288,0.659288,0,All,#4682B4,0
5,18,3,4.48608e+06,0.306022,0.306022,0,All,#4682B4,0
6,18,3,3.96618e+06,0.658505,0.658505,0,All,#4682B4,0
7,18,3,4.34448e+06,0.393664,0.393664,0,All,#4682B4,0
8,18,3,3.99423e+06,0.63714,0.63714,0,All,#4682B4,0
9,18,3,4.56716e+06,0.258287,0.258287,0,All,#4682B4,0
10,18,3,4.24755e+06,0.457027,0.457027,0,All,#4682B4,0
1,18,4,4.29175e+06,0.931125,0.931125,0,All,#4682B4,0
2,18,4,4.23283e+06,0.977253,0.977253,0,All,#4682B4,0
3,18,4,4.40108e+06,0.848797,0.848797,0,All,#4682B4,0
4,18,4,4.14675e+06,1.047,1.047,0,All,#4682B4,0
5,18,4,4.46724e+06,0.800933,0.800933,0,All,#4682B4,0
6,18,4,4.14736e+06,1.0465,1.0465,0,All,#4682B4,0
7,18,4,4.38211e+06,0.862784,0.862784,0,All,#4682B4,0
8,18,4,4.16511e+06,1.03188,1.03188,0,All,#4682B4,0
9,18,4,4.51429e+06,0.76775,0.76775,0,All,#4682B4,0
10,18,4,4.32227e+06,0.907718,0.907718,0,All,#4682B4,0
1,19,0,2.60837e+06,1.61019,1.61019,0,All,#4682B4,0
2,19,0,5.06041e+06,-0.32469,-0.32469,0,All,#4682B4,0
3,19,0,4.80383e+06,-0.214755,-0.214755,0,All,#4682B4,0
4,19,0,2.94842e+06,1.14965,1.14965,0,All,#4682B4,0
5,19,0,3.97123e+06,0.239817,0.239817,0,All,#4682B4,0
6,19,0,3.28882e+06,0.784024,0.784024,0,All,#4682B4,0
7,19,0,3.0532e+06,1.02842,1.02842,0,All,#4682B4,0
8,19,0,3.07101e+06,1.00863,1.00863,0,All,#4682B4,0
9,19,0,2.60634e+06,1.61331,1.61331,0,All,#4682B4,0
10,19,0,2.74919e+06,1.40565,1.40565,0,All,#4682B4,0
1,19,1,3.13049e+06,0.519298,0.519298,0,All,#4682B4,0
2,19,1,4.78837e+06,-0.485545,-0.485545,0,All,#4682B4,0
