observableId	simulationConditionId	measurement	time
tumor_num	vvDD	271.936430977163	0
tumor_num	vvDD	287.39298977607683	0
tumor_num	vvDD	306.71368827471775	0
tumor_num	vvDD	333.7626661728168	0
tumor_num	vvDD	513.4451622101842	0
tumor_num	vvDD	611.9807245532569	0
tumor_num	vvDD	637.0976326014917	0
tumor_num	vvDD	652.5541914004057	0
tumor_num	vvDD	747.2256140437498	0
tumor_num	vvDD	760.7501029927994	0
tumor_num	vvDD	409.11339031752016	1
tumor_num	vvDD	492.1923938616791	1
tumor_num	vvDD	322.1702470736315	1
tumor_num	vvDD	496.05653356140624	1
tumor_num	vvDD	635.1655627516276	1
tumor_num	vvDD	557.88276875706	1
tumor_num	vvDD	946.2288085797595	1
tumor_num	vvDD	801.3235698399454	1
tumor_num	vvDD	892.1308527835625	1
tumor_num	vvDD	582.9996768052949	1
tumor_num	vvDD	244.8874530790652	2
tumor_num	vvDD	291.25712947580524	2
tumor_num	vvDD	177.2650083338188	2
tumor_num	vvDD	532.7658607088265	2
tumor_num	vvDD	175.33293848395454	2
tumor_num	vvDD	490.2603240118149	2
tumor_num	vvDD	577.2034672557022	2
tumor_num	vvDD	673.8069597489107	2
tumor_num	vvDD	681.5352391483676	2
tumor_num	vvDD	602.3203753039371	2
tumor_num	vvDD	213.9743354812377	3
tumor_num	vvDD	210.11019578150925	3
tumor_num	vvDD	132.82740178694297	3
tumor_num	vvDD	117.37084298802921	3
tumor_num	vvDD	152.14810028558517	3
tumor_num	vvDD	254.54780232838633	3
tumor_num	vvDD	465.14341596357997	3
tumor_num	vvDD	279.6647103766199	3
tumor_num	vvDD	472.8716953630369	3
tumor_num	vvDD	204.31398623191785	3
tumor_num	vvDD	30.427699744141826	4
tumor_num	vvDD	61.340817341969355	4
tumor_num	vvDD	45.884258543055594	4
tumor_num	vvDD	32.35976959400605	4
tumor_num	vvDD	115.43877313816499	4
tumor_num	vvDD	157.94430983517785	4
tumor_num	vvDD	355.01543452132194	4
tumor_num	vvDD	208.178125931645	4
tumor_num	vvDD	380.13234256955684	4
tumor_num	vvDD	225.566754580423	4
tumor_num	ctrl	210.1548090595177	0
tumor_num	ctrl	223.04078917253625	0
tumor_num	ctrl	245.57213054662276	0
tumor_num	ctrl	332.50555601497456	0
tumor_num	ctrl	380.80190349739195	0
tumor_num	ctrl	395.8343694994548	0
tumor_num	ctrl	569.1611357376718	0
tumor_num	ctrl	593.305832420026	0
tumor_num	ctrl	749.467499672029	0
tumor_num	ctrl	809.0329949003434	0
tumor_num	ctrl	306.01732166500733	1
tumor_num	ctrl	194.92876833773875	1
tumor_num	ctrl	310.84347935439314	1
tumor_num	ctrl	552.3286938253337	1
tumor_num	ctrl	581.3030252559289	1
tumor_num	ctrl	500.17275213727675	1
tumor_num	ctrl	809.9092137315586	1
tumor_num	ctrl	845.3300122775186	1
tumor_num	ctrl	653.7545005972631	1
tumor_num	ctrl	826.0045191668427	1
tumor_num	ctrl	390.60373240688864	2
tumor_num	ctrl	207.07413491484962	2
tumor_num	ctrl	289.1709715172505	2
tumor_num	ctrl	752.8298155838721	2
tumor_num	ctrl	686.8213302990478	2
tumor_num	ctrl	464.4120196152622	2
tumor_num	ctrl	842.9864746099057	2
tumor_num	ctrl	817.2249455604273	2
tumor_num	ctrl	842.9829975510506	2
tumor_num	ctrl	958.8907544499976	2
tumor_num	ctrl	368.93470162860103	3
tumor_num	ctrl	265.91640190152765	3
tumor_num	ctrl	270.73560547320596	3
tumor_num	ctrl	657.1133394502526	3
tumor_num	ctrl	761.7554256621562	3
tumor_num	ctrl	577.5125066432835	3
tumor_num	ctrl	1004.8435642648021	3
tumor_num	ctrl	868.0039130646202	3
tumor_num	ctrl	760.1385932950334	3
tumor_num	ctrl	1053.146865864927	3
tumor_num	ctrl	424.5676432930122	4
tumor_num	ctrl	250.70774647401996	4
tumor_num	ctrl	299.0075710152898	4
tumor_num	ctrl	902.7049604277963	4
tumor_num	ctrl	817.3814132088598	4
tumor_num	ctrl	617.660595032619	4
tumor_num	ctrl	922.0304535384711	4
tumor_num	ctrl	1023.4458291338391	4
tumor_num	ctrl	884.9928226253894	4
tumor_num	ctrl	1129.6977935951568	4
