observableId	simulationConditionId	measurement	time	observableParameters	noiseParameters
tumor_vol	vvDD	1585933.2654588148	3	scaling_1	sd_vol
tumor_vol	vvDD	1676075.91637408	3	scaling_1	sd_vol
tumor_vol	vvDD	1788754.2300181538	3	scaling_1	sd_vol
tumor_vol	vvDD	1946503.8691198677	3	scaling_1	sd_vol
tumor_vol	vvDD	2994412.1860097945	3	scaling_1	sd_vol
tumor_vol	vvDD	3569071.5855945945	3	scaling_1	sd_vol
tumor_vol	vvDD	3715553.3933319	3	scaling_1	sd_vol
tumor_vol	vvDD	3805696.044247166	3	scaling_1	sd_vol
tumor_vol	vvDD	4357819.781103149	3	scaling_1	sd_vol
tumor_vol	vvDD	4436694.600654006	3	scaling_1	sd_vol
tumor_vol	vvDD	2385949.2923317775	4	scaling_1	sd_vol
tumor_vol	vvDD	2870466.0410013124	4	scaling_1	sd_vol
tumor_vol	vvDD	1878896.8809334189	4	scaling_1	sd_vol
tumor_vol	vvDD	2893001.7037301213	4	scaling_1	sd_vol
tumor_vol	vvDD	3704285.561967492	4	scaling_1	sd_vol
tumor_vol	vvDD	3253572.307391174	4	scaling_1	sd_vol
tumor_vol	vvDD	5518406.411637157	4	scaling_1	sd_vol
tumor_vol	vvDD	4673319.059306562	4	scaling_1	sd_vol
tumor_vol	vvDD	5202907.133433737	4	scaling_1	sd_vol
tumor_vol	vvDD	3400054.11512848	4	scaling_1	sd_vol
tumor_vol	vvDD	1428183.6263571084	5	scaling_1	sd_vol
tumor_vol	vvDD	1698611.5791028962	5	scaling_1	sd_vol
tumor_vol	vvDD	1033809.5286028312	5	scaling_1	sd_vol
tumor_vol	vvDD	3107090.499653876	5	scaling_1	sd_vol
tumor_vol	vvDD	1022541.6972384228	5	scaling_1	sd_vol
tumor_vol	vvDD	2859198.2096369043	5	scaling_1	sd_vol
tumor_vol	vvDD	3366250.6210352555	5	scaling_1	sd_vol
tumor_vol	vvDD	3929642.1892556474	5	scaling_1	sd_vol
tumor_vol	vvDD	3974713.51471328	5	scaling_1	sd_vol
tumor_vol	vvDD	3512732.4287725613	5	scaling_1	sd_vol
tumor_vol	vvDD	1247898.3245265782	6	scaling_1	sd_vol
tumor_vol	vvDD	1225362.661797762	6	scaling_1	sd_vol
tumor_vol	vvDD	774649.4072214514	6	scaling_1	sd_vol
tumor_vol	vvDD	684506.7563061863	6	scaling_1	sd_vol
tumor_vol	vvDD	887327.7208655328	6	scaling_1	sd_vol
tumor_vol	vvDD	1484522.783179149	6	scaling_1	sd_vol
tumor_vol	vvDD	2712716.4018995985	6	scaling_1	sd_vol
tumor_vol	vvDD	1631004.590916447	6	scaling_1	sd_vol
tumor_vol	vvDD	2757787.727357231	6	scaling_1	sd_vol
tumor_vol	vvDD	1191559.167704545	6	scaling_1	sd_vol
tumor_vol	vvDD	177454.34490783513	7	scaling_1	sd_vol
tumor_vol	vvDD	357739.6467383653	7	scaling_1	sd_vol
tumor_vol	vvDD	267596.9958231002	7	scaling_1	sd_vol
tumor_vol	vvDD	188722.1762722433	7	scaling_1	sd_vol
tumor_vol	vvDD	673238.9249417782	7	scaling_1	sd_vol
tumor_vol	vvDD	921131.2149587572	7	scaling_1	sd_vol
tumor_vol	vvDD	2070450.0141283495	7	scaling_1	sd_vol
tumor_vol	vvDD	1214094.8304333538	7	scaling_1	sd_vol
tumor_vol	vvDD	2216931.8218656555	7	scaling_1	sd_vol
tumor_vol	vvDD	1315505.312713027	7	scaling_1	sd_vol
tumor_vol	ctrl	1225622.8464351073	3	scaling_1	sd_vol
tumor_vol	ctrl	1300773.8824542314	3	scaling_1	sd_vol
tumor_vol	ctrl	1432176.665347904	3	scaling_1	sd_vol
tumor_vol	ctrl	1939172.4026793316	3	scaling_1	sd_vol
tumor_vol	ctrl	2220836.7011967897	3	scaling_1	sd_vol
tumor_vol	ctrl	2308506.0429208204	3	scaling_1	sd_vol
tumor_vol	ctrl	3319347.743622102	3	scaling_1	sd_vol
tumor_vol	ctrl	3460159.614673592	3	scaling_1	sd_vol
tumor_vol	ctrl	4370894.458087273	3	scaling_1	sd_vol
tumor_vol	ctrl	4718280.426258802	3	scaling_1	sd_vol
tumor_vol	ctrl	1784693.0199503228	4	scaling_1	sd_vol
tumor_vol	ctrl	1136824.5769456923	4	scaling_1	sd_vol
tumor_vol	ctrl	1812839.171594821	4	scaling_1	sd_vol
tumor_vol	ctrl	3221180.9423893467	4	scaling_1	sd_vol
tumor_vol	ctrl	3390159.2432925776	4	scaling_1	sd_vol
tumor_vol	ctrl	2917007.490464598	4	scaling_1	sd_vol
tumor_vol	ctrl	4723390.534482449	4	scaling_1	sd_vol
tumor_vol	ctrl	4929964.631602488	4	scaling_1	sd_vol
tumor_vol	ctrl	3812696.2474832386	4	scaling_1	sd_vol
tumor_vol	ctrl	4817258.355781026	4	scaling_1	sd_vol
tumor_vol	ctrl	2278000.9673969746	5	scaling_1	sd_vol
tumor_vol	ctrl	1207656.354823403	5	scaling_1	sd_vol
tumor_vol	ctrl	1686445.1058886051	5	scaling_1	sd_vol
tumor_vol	ctrl	4390503.484485142	5	scaling_1	sd_vol
tumor_vol	ctrl	4005541.998304046	5	scaling_1	sd_vol
tumor_vol	ctrl	2708450.898396209	5	scaling_1	sd_vol
tumor_vol	ctrl	4916297.11992497	5	scaling_1	sd_vol
tumor_vol	ctrl	4766055.882508412	5	scaling_1	sd_vol
tumor_vol	ctrl	4916276.8417177275	5	scaling_1	sd_vol
tumor_vol	ctrl	5592250.879952386	5	scaling_1	sd_vol
tumor_vol	ctrl	2151627.1798980013	6	scaling_1	sd_vol
tumor_vol	ctrl	1550824.4558897093	6	scaling_1	sd_vol
tumor_vol	ctrl	1578930.051119737	6	scaling_1	sd_vol
tumor_vol	ctrl	3832284.995673873	6	scaling_1	sd_vol
tumor_vol	ctrl	4442557.642461695	6	scaling_1	sd_vol
tumor_vol	ctrl	3368052.938743629	6	scaling_1	sd_vol
tumor_vol	ctrl	5860247.666792326	6	scaling_1	sd_vol
tumor_vol	ctrl	5062198.820992865	6	scaling_1	sd_vol
