observableId	simulationConditionId	measurement	time	observableParameters	noiseParameters
tumor_vol	ctrl	4433128.276096635	6	scaling_1	sd_vol
tumor_vol	ctrl	6141952.521724254	6	scaling_1	sd_vol
tumor_vol	ctrl	2476078.4956848472	7	scaling_1	sd_vol
tumor_vol	ctrl	1462127.5774364844	7	scaling_1	sd_vol
tumor_vol	ctrl	1743812.15416117	7	scaling_1	sd_vol
tumor_vol	ctrl	5264575.329214908	7	scaling_1	sd_vol
tumor_vol	ctrl	4766968.401834071	7	scaling_1	sd_vol
tumor_vol	ctrl	3602196.590230234	7	scaling_1	sd_vol
tumor_vol	ctrl	5377281.605036363	7	scaling_1	sd_vol
tumor_vol	ctrl	5968736.07550855	7	scaling_1	sd_vol
tumor_vol	ctrl	5161278.141551271	7	scaling_1	sd_vol
tumor_vol	ctrl	6588397.532246955	7	scaling_1	sd_vol
